date,city,vehicle_count,avg_speed,congestion_level,temperature,heat_index,humidity,rainfall,aqi,air_quality_category,respiratory_cases,heat_related_cases,health_risk_score,risk_level
2025-07-25,Hyderabad,203,43,Medium,37.3,39.9,66,0.0,174,Poor,55,21,0.63,Medium
2025-07-25,Lucknow,326,29,Medium,29.7,32.1,59,0.0,232,Poor,77,0,0.66,Medium
2025-07-25,Shimla,191,44,Medium,9.2,10.6,36,0.0,100,Moderate,39,0,0.34,Low
2025-07-26,Delhi,376,24,High,16.1,19.1,75,0.0,272,Poor,126,0,0.71,High
2025-07-26,Bangalore,267,36,Medium,21.2,24.4,80,0.0,174,Poor,47,0,0.52,Medium
2025-07-26,Mumbai,345,27,Medium,26.7,29.5,70,0.0,205,Poor,57,0,0.6,Medium
2025-07-26,Chennai,483,12,High,32.3,34.5,55,0.0,246,Poor,106,5,0.78,High
2025-07-26,Ahmedabad,443,16,High,42.1,45.1,76,0.0,267,Poor,86,29,0.88,High
2025-07-26,Hyderabad,433,17,High,39.0,41.0,50,18.4,230,Poor,105,32,0.81,High
2025-07-26,Lucknow,405,20,High,12.8,14.8,50,9.3,267,Poor,72,0,0.68,Medium
2025-07-26,Shimla,190,44,Medium,27.5,30.4,72,0.0,95,Moderate,46,0,0.46,Medium
2025-07-27,Delhi,322,30,Medium,19.7,21.5,46,0.0,227,Poor,88,0,0.58,Medium
2025-07-27,Bangalore,220,41,Medium,17.4,20.4,75,0.0,152,Poor,55,0,0.47,Medium
2025-07-27,Mumbai,446,16,High,35.7,39.1,85,0.0,224,Poor,57,20,0.78,High
2025-07-27,Chennai,523,10,High,34.5,36.1,40,0.0,250,Poor,94,10,0.8,High
2025-07-27,Ahmedabad,239,39,Medium,24.7,26.1,35,5.3,188,Poor,89,0,0.57,Medium
2025-07-27,Hyderabad,285,34,Medium,34.0,36.3,57,0.0,187,Poor,82,15,0.63,Medium
2025-07-27,Lucknow,293,33,Medium,38.4,41.6,79,0.0,211,Poor,82,32,0.69,Medium
2025-07-27,Shimla,71,58,Low,15.9,18.9,74,0.0,72,Moderate,30,0,0.26,Low
2025-07-28,Delhi,410,20,High,38.9,40.5,39,0.0,260,Poor,84,23,0.85,High
2025-07-28,Bangalore,415,19,High,31.0,33.4,60,0.0,190,Poor,70,2,0.7,High
2025-07-28,Mumbai,523,10,High,36.9,38.3,34,0.0,240,Poor,100,26,0.81,High
2025-07-28,Chennai,448,16,High,38.5,41.5,76,0.0,247,Poor,115,19,0.83,High
2025-07-28,Ahmedabad,350,27,High,29.2,31.9,68,0.0,247,Poor,108,0,0.76,High
2025-07-28,Hyderabad,208,42,Medium,21.7,23.5,46,0.0,148,Poor,48,0,0.49,Medium
2025-07-28,Lucknow,363,25,High,29.5,31.8,57,0.0,245,Poor,96,0,0.76,High
2025-07-28,Shimla,190,44,Medium,15.3,17.4,52,0.0,119,Poor,41,0,0.41,Medium
2025-07-29,Delhi,575,10,High,25.8,28.3,62,3.9,314,Poor,119,0,0.81,High
2025-07-29,Bangalore,321,30,Medium,20.7,23.0,57,13.1,176,Poor,46,0,0.52,Medium
2025-07-29,Mumbai,524,10,High,33.8,36.2,59,0.0,265,Poor,93,13,0.82,High
2025-07-29,Chennai,348,27,Medium,35.8,38.2,60,0.0,206,Poor,73,17,0.66,Medium
2025-07-29,Ahmedabad,402,21,High,36.8,40.0,80,0.0,233,Poor,102,19,0.8,High
2025-07-29,Hyderabad,347,27,Medium,22.0,25.0,75,0.0,215,Poor,90,0,0.58,Medium
2025-07-29,Lucknow,413,20,High,13.6,14.9,33,0.0,249,Poor,70,0,0.66,Medium
2025-07-29,Shimla,75,57,Low,4.3,7.5,80,13.5,77,Moderate,24,0,0.19,Low
2025-07-30,Delhi,209,42,Medium,23.2,25.9,67,0.0,231,Poor,91,0,0.61,Medium
2025-07-30,Bangalore,341,28,Medium,23.2,25.2,49,0.0,169,Poor,57,0,0.53,Medium
2025-07-30,Mumbai,528,10,High,27.4,29.2,44,13.4,255,Poor,107,0,0.76,High
2025-07-30,Chennai,318,30,Medium,41.7,42.9,30,0.0,208,Poor,56,27,0.71,High
2025-07-30,Ahmedabad,279,34,Medium,43.3,45.1,45,0.0,203,Poor,66,39,0.71,High
2025-07-30,Hyderabad,459,14,High,21.3,23.5,55,0.0,243,Poor,68,0,0.71,High
2025-07-30,Lucknow,193,44,Medium,39.0,41.6,65,0.0,192,Poor,51,15,0.67,Medium
2025-07-30,Shimla,152,49,Medium,17.7,20.4,67,10.1,86,Moderate,40,0,0.38,Low
2025-07-31,Delhi,498,10,High,37.2,40.6,85,0.0,273,Poor,85,27,0.85,High
2025-07-31,Bangalore,430,18,High,22.9,24.8,48,0.0,198,Poor,82,0,0.66,Medium
2025-07-31,Mumbai,265,36,Medium,30.7,32.1,36,0.0,194,Poor,86,2,0.61,Medium
2025-07-31,Chennai,515,10,High,34.1,37.1,74,0.0,257,Poor,103,13,0.81,High
2025-07-31,Ahmedabad,466,14,High,41.6,43.5,48,0.0,272,Poor,87,43,0.88,High
2025-07-31,Hyderabad,429,18,High,24.8,28.1,82,0.0,214,Poor,88,0,0.69,Medium
2025-07-31,Lucknow,157,48,Medium,38.5,40.2,42,0.0,209,Poor,60,22,0.69,Medium
2025-07-31,Shimla,176,46,Medium,20.8,24.0,81,0.0,108,Poor,53,0,0.43,Medium
2025-08-01,Delhi,437,17,High,26.8,30.0,81,0.0,258,Poor,81,0,0.76,High
2025-08-01,Bangalore,393,22,High,17.7,18.9,31,0.0,168,Poor,61,0,0.58,Medium
2025-08-01,Mumbai,469,13,High,26.5,28.5,51,0.0,236,Poor,106,0,0.73,High
2025-08-01,Chennai,263,36,Medium,30.5,33.1,66,12.5,192,Poor,60,1,0.61,Medium
2025-08-01,Ahmedabad,207,42,Medium,35.7,39.0,83,0.0,175,Poor,67,15,0.62,Medium
2025-08-01,Hyderabad,231,40,Medium,30.4,32.5,53,0.0,156,Poor,57,1,0.56,Medium
2025-08-01,Lucknow,295,33,Medium,21.9,25.1,80,4.4,208,Poor,94,0,0.57,Medium
2025-08-01,Shimla,132,51,Low,15.7,17.8,52,0.0,105,Poor,29,0,0.3,Low
2025-08-02,Delhi,363,25,High,23.3,25.6,58,8.6,231,Poor,95,0,0.7,High
2025-08-02,Bangalore,382,23,High,32.4,34.5,53,15.0,168,Poor,44,9,0.68,Medium
2025-08-02,Mumbai,650,10,High,26.5,27.8,32,0.0,294,Poor,144,0,0.81,High
2025-08-02,Chennai,400,21,High,35.9,38.3,59,0.0,239,Poor,61,21,0.8,High
2025-08-02,Ahmedabad,349,27,Medium,39.9,42.4,62,0.0,241,Poor,112,21,0.74,High
2025-08-02,Hyderabad,402,21,High,32.6,35.9,82,0.0,228,Poor,77,5,0.76,High
2025-08-02,Lucknow,249,38,Medium,20.2,22.1,47,0.0,210,Poor,86,0,0.56,Medium
2025-08-02,Shimla,138,50,Low,15.9,17.7,46,0.0,90,Moderate,23,0,0.29,Low
2025-08-03,Delhi,298,32,Medium,40.0,42.3,57,0.0,253,Poor,69,28,0.75,High
2025-08-03,Bangalore,254,37,Medium,21.0,22.8,45,0.0,156,Poor,75,0,0.5,Medium
2025-08-03,Mumbai,339,28,Medium,25.0,28.3,83,0.0,214,Poor,92,0,0.6,Medium
2025-08-03,Chennai,422,19,High,25.1,27.3,55,0.0,220,Poor,78,0,0.7,High
2025-08-03,Ahmedabad,384,23,High,23.0,26.1,77,0.0,245,Poor,64,0,0.72,High
2025-08-03,Hyderabad,309,31,Medium,32.1,33.9,44,0.0,175,Poor,76,5,0.6,Medium
2025-08-03,Lucknow,380,23,High,24.4,26.0,40,0.0,235,Poor,96,0,0.72,High
2025-08-03,Shimla,129,51,Low,22.3,23.8,38,0.0,89,Moderate,35,0,0.33,Low
2025-08-04,Delhi,423,18,High,25.1,26.7,40,0.0,275,Poor,124,0,0.77,High
2025-08-04,Bangalore,265,36,Medium,18.4,21.5,78,9.8,143,Poor,66,0,0.46,Medium
2025-08-04,Mumbai,516,10,High,37.4,39.2,44,6.7,269,Poor,103,22,0.85,High
2025-08-04,Chennai,436,17,High,28.2,30.0,46,6.7,234,Poor,96,0,0.74,High
2025-08-04,Ahmedabad,222,41,Medium,43.9,46.1,54,0.0,208,Poor,52,50,0.72,High
2025-08-04,Hyderabad,319,30,Medium,36.1,39.1,75,0.0,199,Poor,62,11,0.66,Medium
2025-08-04,Lucknow,208,42,Medium,23.0,25.4,59,17.8,193,Poor,84,0,0.56,Medium
2025-08-04,Shimla,159,48,Medium,21.0,23.5,62,0.0,92,Moderate,44,0,0.41,Medium
2025-08-05,Delhi,598,10,High,25.6,27.0,34,0.0,290,Poor,91,0,0.8,High
2025-08-05,Bangalore,362,25,High,25.8,28.9,77,0.0,197,Poor,92,0,0.67,Medium
2025-08-05,Mumbai,293,33,Medium,24.7,25.9,31,10.6,198,Poor,57,0,0.58,Medium
2025-08-05,Chennai,282,34,Medium,25.2,27.7,62,15.8,189,Poor,71,0,0.57,Medium
2025-08-05,Ahmedabad,204,43,Medium,35.4,38.0,64,0.0,175,Poor,67,18,0.62,Medium
2025-08-05,Hyderabad,315,30,Medium,21.1,22.3,31,12.4,201,Poor,96,0,0.56,Medium
2025-08-05,Lucknow,362,25,High,35.4,36.9,37,0.0,254,Poor,110,13,0.81,High
2025-08-05,Shimla,75,57,Low,2.8,4.1,32,0.0,71,Moderate,24,0,0.17,Low
2025-08-06,Delhi,447,16,High,19.3,21.8,63,3.4,251,Poor,66,0,0.7,High
2025-08-06,Bangalore,172,46,Medium,17.2,18.7,37,19.0,120,Poor,30,0,0.42,Medium
2025-08-06,Mumbai,476,13,High,28.0,31.2,79,0.0,250,Poor,122,0,0.76,High
2025-08-06,Chennai,443,16,High,41.1,43.0,48,0.0,242,Poor,86,28,0.84,High
2025-08-06,Ahmedabad,231,40,Medium,37.7,40.5,71,0.0,184,Poor,75,11,0.65,Medium
2025-08-06,Hyderabad,195,44,Medium,28.4,30.8,59,15.6,173,Poor,63,0,0.57,Medium
2025-08-06,Lucknow,157,48,Medium,23.9,26.0,53,0.0,206,Poor,79,0,0.58,Medium
2025-08-06,Shimla,54,59,Low,24.2,25.4,30,0.0,63,Moderate,22,0,0.31,Low
2025-08-07,Delhi,354,26,High,16.8,20.1,83,0.0,257,Poor,108,0,0.69,Medium
2025-08-07,Bangalore,261,36,Medium,19.9,22.3,59,0.0,175,Poor,50,0,0.52,Medium
2025-08-07,Mumbai,315,30,Medium,25.3,28.1,69,0.0,187,Poor,54,0,0.57,Medium
2025-08-07,Chennai,308,31,Medium,38.9,41.3,60,0.0,225,Poor,99,24,0.71,High
2025-08-07,Ahmedabad,420,19,High,29.0,30.9,47,13.6,239,Poor,106,0,0.75,High
2025-08-07,Hyderabad,315,30,Medium,41.6,43.5,47,0.0,207,Poor,61,20,0.7,High
2025-08-07,Lucknow,172,46,Medium,37.4,39.3,47,12.1,200,Poor,86,24,0.67,Medium
2025-08-07,Shimla,106,54,Low,14.5,16.5,51,0.0,99,Moderate,26,0,0.29,Low
2025-08-08,Delhi,459,14,High,10.5,13.8,83,4.8,285,Poor,72,0,0.69,Medium
2025-08-08,Bangalore,194,44,Medium,18.8,20.8,50,1.2,130,Poor,35,0,0.45,Medium
2025-08-08,Mumbai,327,29,Medium,35.7,38.2,63,0.0,181,Poor,46,9,0.63,Medium
2025-08-08,Chennai,279,34,Medium,38.3,40.1,45,0.0,202,Poor,57,15,0.67,Medium
2025-08-08,Ahmedabad,359,26,High,35.1,36.5,35,0.0,249,Poor,81,11,0.81,High
2025-08-08,Hyderabad,370,24,High,28.5,29.8,33,0.0,220,Poor,68,0,0.72,High
2025-08-08,Lucknow,317,30,Medium,28.4,31.1,68,0.0,220,Poor,95,0,0.63,Medium
2025-08-08,Shimla,147,49,Low,10.0,11.4,35,0.0,94,Moderate,41,0,0.25,Low
2025-08-09,Delhi,550,10,High,38.1,40.4,57,0.0,308,Poor,115,13,0.89,High
2025-08-09,Bangalore,171,46,Medium,23.9,26.2,57,0.0,148,Poor,41,0,0.51,Medium
2025-08-09,Mumbai,644,10,High,34.3,36.6,58,0.0,293,Poor,77,11,0.86,High
2025-08-09,Chennai,409,20,High,24.7,27.8,77,1.7,251,Poor,98,0,0.74,High
2025-08-09,Ahmedabad,314,31,Medium,25.9,29.2,82,0.0,238,Poor,72,0,0.64,Medium
2025-08-09,Hyderabad,478,12,High,25.7,28.3,64,0.0,236,Poor,116,0,0.73,High
2025-08-09,Lucknow,358,26,High,31.0,33.7,67,0.0,237,Poor,99,2,0.76,High
2025-08-09,Shimla,166,47,Medium,27.4,29.3,48,0.0,88,Moderate,30,0,0.45,Medium
2025-08-10,Delhi,202,43,Medium,24.1,27.0,72,0.0,205,Poor,84,0,0.58,Medium
2025-08-10,Bangalore,446,16,High,22.4,24.9,62,0.0,193,Poor,96,0,0.65,Medium
2025-08-10,Mumbai,495,10,High,35.5,38.3,69,0.0,230,Poor,96,12,0.78,High
2025-08-10,Chennai,254,37,Medium,31.6,34.5,72,0.0,213,Poor,100,6,0.64,Medium
2025-08-10,Ahmedabad,435,17,High,39.1,40.5,35,8.5,241,Poor,64,19,0.82,High
2025-08-10,Hyderabad,317,30,Medium,30.2,33.4,80,0.0,170,Poor,81,0,0.58,Medium
2025-08-10,Lucknow,304,32,Medium,14.1,15.4,32,12.5,240,Poor,72,0,0.56,Medium
2025-08-10,Shimla,192,44,Medium,3.8,5.8,49,0.0,93,Moderate,42,0,0.3,Low
2025-08-11,Delhi,352,26,High,33.6,36.3,68,0.0,231,Poor,99,10,0.77,High
2025-08-11,Bangalore,294,33,Medium,27.2,29.3,52,0.0,154,Poor,56,0,0.54,Medium
2025-08-11,Mumbai,327,29,Medium,24.1,25.8,43,0.0,185,Poor,78,0,0.56,Medium
2025-08-11,Chennai,253,37,Medium,34.1,36.1,49,7.6,180,Poor,53,13,0.62,Medium
2025-08-11,Ahmedabad,443,16,High,43.8,46.5,68,0.0,267,Poor,125,40,0.89,High
2025-08-11,Hyderabad,384,23,High,26.8,30.0,79,1.1,200,Poor,99,0,0.69,Medium
2025-08-11,Lucknow,288,33,Medium,14.3,16.2,48,0.0,223,Poor,56,0,0.54,Medium
2025-08-11,Shimla,75,57,Low,26.5,29.4,73,3.4,75,Moderate,35,0,0.34,Low
2025-08-12,Delhi,385,23,High,35.2,37.8,66,0.0,266,Poor,98,7,0.83,High
2025-08-12,Bangalore,385,23,High,24.0,26.9,72,14.1,203,Poor,58,0,0.67,Medium
2025-08-12,Mumbai,622,10,High,24.5,26.0,37,0.0,258,Poor,107,0,0.75,High
2025-08-12,Chennai,326,29,Medium,37.7,40.1,59,0.0,228,Poor,90,19,0.71,High
2025-08-12,Ahmedabad,195,44,Medium,34.2,36.8,66,8.8,189,Poor,82,6,0.63,Medium
2025-08-12,Hyderabad,227,40,Medium,25.5,28.5,74,0.0,157,Poor,44,0,0.53,Medium
2025-08-12,Lucknow,280,34,Medium,23.7,26.9,80,0.0,214,Poor,53,0,0.59,Medium
2025-08-12,Shimla,115,53,Low,23.8,25.4,39,0.0,108,Poor,36,0,0.36,Low
2025-08-13,Delhi,223,41,Medium,21.5,24.5,76,0.0,228,Poor,94,0,0.6,Medium
2025-08-13,Bangalore,178,46,Medium,18.8,21.6,69,0.0,123,Poor,57,0,0.44,Medium
2025-08-13,Mumbai,429,18,High,32.7,35.0,58,0.0,235,Poor,90,8,0.77,High
2025-08-13,Chennai,496,10,High,40.5,41.9,35,0.0,262,Poor,86,26,0.86,High
2025-08-13,Ahmedabad,440,17,High,34.4,36.1,42,0.0,252,Poor,105,9,0.81,High
2025-08-13,Hyderabad,210,42,Medium,23.5,24.9,34,0.0,166,Poor,53,0,0.53,Medium
2025-08-13,Lucknow,340,28,Medium,39.0,42.4,84,0.0,245,Poor,68,27,0.74,High
2025-08-13,Shimla,142,50,Low,26.8,28.1,32,0.0,78,Moderate,33,0,0.34,Low
2025-08-14,Delhi,200,43,Medium,35.1,37.5,60,11.8,220,Poor,75,11,0.68,Medium
2025-08-14,Bangalore,415,19,High,26.1,28.9,69,0.0,200,Poor,65,0,0.68,Medium
2025-08-14,Mumbai,387,22,High,33.0,35.1,52,0.0,207,Poor,86,9,0.74,High
2025-08-14,Chennai,499,10,High,25.9,27.2,33,0.0,242,Poor,73,0,0.74,High
2025-08-14,Ahmedabad,284,34,Medium,22.7,25.2,63,0.0,205,Poor,81,0,0.57,Medium
2025-08-14,Hyderabad,279,34,Medium,26.8,29.6,70,12.6,186,Poor,49,0,0.58,Medium
2025-08-14,Lucknow,407,20,High,20.6,22.3,42,0.0,262,Poor,111,0,0.73,High
2025-08-14,Shimla,69,58,Low,4.1,5.5,36,0.0,85,Moderate,40,0,0.2,Low
2025-08-15,Delhi,573,10,High,10.5,11.9,34,0.0,293,Poor,130,0,0.7,High
2025-08-15,Bangalore,425,18,High,21.9,23.3,36,0.0,192,Poor,72,0,0.64,Medium
2025-08-15,Mumbai,577,10,High,24.3,27.6,83,0.0,267,Poor,112,0,0.76,High
2025-08-15,Chennai,410,20,High,37.8,39.7,47,18.8,249,Poor,73,22,0.82,High
2025-08-15,Ahmedabad,367,25,High,44.9,47.5,66,0.0,219,Poor,87,50,0.83,High
2025-08-15,Hyderabad,231,40,Medium,34.9,37.1,56,6.0,151,Poor,42,13,0.58,Medium
2025-08-15,Lucknow,181,45,Medium,13.8,16.0,55,0.0,191,Poor,74,0,0.5,Medium
2025-08-15,Shimla,163,47,Medium,15.5,17.9,61,4.5,94,Moderate,40,0,0.38,Low
2025-08-16,Delhi,564,10,High,37.6,39.2,41,0.0,290,Poor,134,12,0.88,High
2025-08-16,Bangalore,412,20,High,19.8,22.5,68,0.0,200,Poor,92,0,0.64,Medium
2025-08-16,Mumbai,325,29,Medium,26.0,29.2,81,0.0,221,Poor,97,0,0.62,Medium
2025-08-16,Chennai,309,31,Medium,32.7,34.8,52,16.6,192,Poor,53,6,0.62,Medium
2025-08-16,Ahmedabad,460,14,High,44.3,47.5,81,0.5,262,Poor,122,34,0.88,High
2025-08-16,Hyderabad,184,45,Medium,27.8,29.3,38,0.0,152,Poor,39,0,0.54,Medium
2025-08-16,Lucknow,205,43,Medium,22.8,25.8,76,0.0,202,Poor,59,0,0.57,Medium
2025-08-16,Shimla,194,44,Medium,23.7,26.8,78,1.6,97,Moderate,25,0,0.44,Medium
2025-08-17,Delhi,202,43,Medium,38.4,39.8,34,0.0,206,Poor,97,30,0.68,Medium
2025-08-17,Bangalore,170,47,Medium,28.5,29.8,32,18.9,151,Poor,68,0,0.54,Medium
2025-08-17,Mumbai,427,18,High,29.6,32.0,59,10.1,242,Poor,103,0,0.76,High
2025-08-17,Chennai,459,14,High,36.1,38.1,50,0.0,262,Poor,128,23,0.83,High
2025-08-17,Ahmedabad,195,44,Medium,37.1,40.4,83,9.0,204,Poor,101,25,0.67,Medium
2025-08-17,Hyderabad,196,44,Medium,34.1,35.7,39,0.0,171,Poor,47,15,0.61,Medium
2025-08-17,Lucknow,385,23,High,26.3,29.1,69,0.0,255,Poor,98,0,0.76,High
2025-08-17,Shimla,93,55,Low,21.4,22.8,34,0.0,85,Moderate,41,0,0.32,Low
2025-08-18,Delhi,242,39,Medium,23.1,25.3,55,0.0,214,Poor,101,0,0.59,Medium
2025-08-18,Bangalore,200,43,Medium,28.4,30.3,47,19.6,123,Poor,40,0,0.5,Medium
2025-08-18,Mumbai,392,22,High,31.2,34.2,75,16.7,230,Poor,62,3,0.75,High
2025-08-18,Chennai,359,26,High,36.6,38.3,43,0.0,225,Poor,91,15,0.78,High
2025-08-18,Ahmedabad,222,41,Medium,40.5,42.7,55,0.0,184,Poor,91,17,0.67,Medium
2025-08-18,Hyderabad,357,26,High,36.8,38.4,40,0.0,207,Poor,101,16,0.76,High
2025-08-18,Lucknow,253,37,Medium,17.4,18.8,35,0.0,214,Poor,73,0,0.55,Medium
2025-08-18,Shimla,65,58,Low,13.4,16.2,71,0.0,78,Moderate,21,0,0.25,Low
2025-08-19,Delhi,382,23,High,36.1,37.9,45,0.0,248,Poor,64,23,0.81,High
2025-08-19,Bangalore,360,25,High,16.1,18.8,68,0.0,179,Poor,67,0,0.59,Medium
2025-08-19,Mumbai,293,33,Medium,26.2,29.3,77,0.0,193,Poor,73,0,0.58,Medium
2025-08-19,Chennai,251,38,Medium,42.0,45.2,79,0.0,175,Poor,47,28,0.66,Medium
2025-08-19,Ahmedabad,211,42,Medium,44.2,46.6,60,0.0,188,Poor,84,43,0.7,High
2025-08-19,Hyderabad,296,33,Medium,25.7,28.9,80,0.0,168,Poor,52,0,0.55,Medium
2025-08-19,Lucknow,365,25,High,17.6,20.7,78,0.0,258,Poor,112,0,0.7,High
2025-08-19,Shimla,88,56,Low,14.8,17.4,65,0.0,81,Moderate,29,0,0.27,Low
2025-08-20,Delhi,431,18,High,31.0,33.0,51,12.3,277,Poor,71,1,0.82,High
2025-08-20,Bangalore,399,21,High,19.4,21.4,50,0.0,199,Poor,99,0,0.63,Medium
2025-08-20,Mumbai,499,10,High,36.4,37.8,36,0.0,253,Poor,123,10,0.82,High
2025-08-20,Chennai,240,39,Medium,31.1,32.8,42,16.2,185,Poor,70,2,0.6,Medium
2025-08-20,Ahmedabad,407,20,High,25.6,28.8,79,0.0,236,Poor,105,0,0.73,High
2025-08-20,Hyderabad,185,45,Medium,22.6,24.0,36,0.0,144,Poor,40,0,0.49,Medium
2025-08-20,Lucknow,308,31,Medium,15.3,18.0,67,0.0,243,Poor,83,0,0.58,Medium
2025-08-20,Shimla,62,59,Low,4.2,6.8,66,0.0,86,Moderate,33,0,0.2,Low
2025-08-21,Delhi,596,10,High,27.3,29.2,47,0.0,316,Poor,124,0,0.82,High
2025-08-21,Bangalore,198,43,Medium,33.5,36.5,75,0.0,133,Poor,59,7,0.55,Medium
2025-08-21,Mumbai,473,13,High,33.2,36.6,85,0.0,252,Poor,98,8,0.8,High
2025-08-21,Chennai,524,10,High,41.5,43.3,46,0.0,270,Poor,68,44,0.88,High
2025-08-21,Ahmedabad,348,27,Medium,31.3,32.6,32,0.0,213,Poor,104,3,0.64,Medium
2025-08-21,Hyderabad,310,31,Medium,30.3,33.6,82,0.0,171,Poor,56,0,0.58,Medium
2025-08-21,Lucknow,256,37,Medium,20.9,22.9,50,0.0,202,Poor,74,0,0.56,Medium
2025-08-21,Shimla,132,51,Low,8.5,10.2,42,0.0,83,Moderate,27,0,0.23,Low
2025-08-22,Delhi,573,10,High,23.0,24.3,32,0.0,308,Poor,123,0,0.79,High
2025-08-22,Bangalore,233,40,Medium,16.6,18.7,53,17.9,149,Poor,73,0,0.46,Medium
2025-08-22,Mumbai,403,21,High,25.9,27.7,45,1.4,200,Poor,66,0,0.68,Medium
2025-08-22,Chennai,522,10,High,37.0,39.9,72,11.6,243,Poor,69,21,0.81,High
2025-08-22,Ahmedabad,456,15,High,29.7,32.3,64,0.0,258,Poor,67,0,0.78,High
2025-08-22,Hyderabad,405,20,High,30.7,32.3,41,0.0,198,Poor,97,1,0.71,High
2025-08-22,Lucknow,347,27,Medium,14.7,16.3,39,11.8,222,Poor,108,0,0.54,Medium
2025-08-22,Shimla,72,57,Low,17.9,19.4,38,0.0,69,Moderate,18,0,0.27,Low
2025-08-23,Delhi,244,38,Medium,38.5,41.9,84,0.0,232,Poor,105,27,0.72,High
2025-08-23,Bangalore,210,42,Medium,28.7,31.8,78,0.0,152,Poor,61,0,0.54,Medium
2025-08-23,Mumbai,272,35,Medium,27.5,30.1,64,0.0,168,Poor,68,0,0.56,Medium
2025-08-23,Chennai,526,10,High,27.8,31.2,84,0.0,241,Poor,77,0,0.75,High
2025-08-23,Ahmedabad,379,23,High,35.1,36.6,37,0.0,222,Poor,85,19,0.77,High
2025-08-23,Hyderabad,402,21,High,22.7,23.9,30,0.0,221,Poor,72,0,0.69,Medium
2025-08-23,Lucknow,361,25,High,27.4,29.2,46,16.0,260,Poor,115,0,0.77,High
2025-08-23,Shimla,182,45,Medium,25.5,27.9,61,0.0,110,Poor,46,0,0.47,Medium
2025-08-24,Delhi,554,10,High,25.6,27.1,37,0.0,289,Poor,77,0,0.8,High
2025-08-24,Bangalore,421,19,High,29.8,32.8,74,0.0,212,Poor,94,0,0.72,High
2025-08-24,Mumbai,378,23,High,22.4,25.2,70,0.0,231,Poor,97,0,0.7,High
2025-08-24,Chennai,458,15,High,38.8,40.9,52,0.0,229,Poor,60,26,0.8,High
2025-08-24,Ahmedabad,214,42,Medium,20.0,21.5,38,0.0,186,Poor,80,0,0.53,Medium
2025-08-24,Hyderabad,475,13,High,30.9,32.5,40,0.0,241,Poor,108,1,0.77,High
2025-08-24,Lucknow,164,47,Medium,12.7,14.9,54,0.0,182,Poor,58,0,0.48,Medium
2025-08-24,Shimla,89,56,Low,8.6,11.8,80,0.0,92,Moderate,34,0,0.24,Low
2025-08-25,Delhi,373,24,High,39.0,42.0,76,11.7,273,Poor,123,21,0.86,High
2025-08-25,Bangalore,192,44,Medium,24.5,26.6,53,0.0,139,Poor,50,0,0.5,Medium
2025-08-25,Mumbai,268,36,Medium,33.3,35.4,53,0.0,175,Poor,50,5,0.61,Medium
2025-08-25,Chennai,239,39,Medium,36.2,37.6,35,0.0,192,Poor,87,20,0.65,Medium
2025-08-25,Ahmedabad,334,28,Medium,33.6,37.0,84,0.0,215,Poor,79,6,0.66,Medium
2025-08-25,Hyderabad,262,36,Medium,20.7,22.3,39,0.0,170,Poor,53,0,0.51,Medium
2025-08-25,Lucknow,311,31,Medium,21.9,23.1,30,0.0,236,Poor,84,0,0.61,Medium
2025-08-25,Shimla,88,56,Low,15.8,17.5,43,0.0,88,Moderate,35,0,0.28,Low
2025-08-26,Delhi,501,10,High,22.8,25.0,56,4.8,288,Poor,113,0,0.78,High
2025-08-26,Bangalore,324,29,Medium,27.1,30.4,82,17.8,178,Poor,88,0,0.57,Medium
2025-08-26,Mumbai,261,36,Medium,23.8,27.2,84,0.0,201,Poor,90,0,0.58,Medium
2025-08-26,Chennai,394,22,High,33.0,35.6,66,16.8,214,Poor,88,8,0.75,High
2025-08-26,Ahmedabad,356,26,High,33.1,36.1,75,0.0,238,Poor,96,5,0.78,High
2025-08-26,Hyderabad,337,28,Medium,29.6,31.5,47,13.8,212,Poor,89,0,0.63,Medium
2025-08-26,Lucknow,338,28,Medium,28.7,30.8,53,0.0,247,Poor,105,0,0.67,Medium
2025-08-26,Shimla,83,56,Low,22.4,23.7,32,13.8,71,Moderate,33,0,0.3,Low
2025-08-27,Delhi,324,29,Medium,24.7,26.9,55,0.0,243,Poor,62,0,0.64,Medium
2025-08-27,Bangalore,219,41,Medium,18.8,21.2,60,0.0,156,Poor,44,0,0.48,Medium
2025-08-27,Mumbai,564,10,High,28.3,30.9,64,0.0,260,Poor,76,0,0.78,High
2025-08-27,Chennai,505,10,High,41.3,44.4,77,0.0,238,Poor,75,19,0.83,High
2025-08-27,Ahmedabad,482,12,High,32.9,35.3,59,0.0,258,Poor,118,10,0.8,High
2025-08-27,Hyderabad,243,38,Medium,41.1,43.1,50,0.0,168,Poor,77,16,0.65,Medium
2025-08-27,Lucknow,193,44,Medium,26.2,27.7,37,18.5,193,Poor,54,0,0.58,Medium
2025-08-27,Shimla,53,60,Low,12.5,14.0,37,0.0,61,Moderate,22,0,0.22,Low
2025-08-28,Delhi,277,35,Medium,11.7,13.4,42,0.0,227,Poor,91,0,0.53,Medium
2025-08-28,Bangalore,195,44,Medium,26.9,28.2,33,0.0,130,Poor,60,0,0.5,Medium
2025-08-28,Mumbai,580,10,High,31.3,33.1,46,7.1,276,Poor,91,3,0.82,High
2025-08-28,Chennai,212,42,Medium,36.1,38.8,67,1.1,183,Poor,60,21,0.63,Medium
