date,city,temperature,humidity,rainfall,aqi,heat_index,air_quality_category
2025-05-02,Chennai,27.1,60,0.0,166,29.5,Poor
2025-05-02,Ahmedabad,23.4,33,0.0,201,24.7,Poor
2025-05-02,Hyderabad,34.1,82,7.7,245,37.4,Poor
2025-05-02,Lucknow,28.3,68,0.0,225,31.0,Poor
2025-05-02,Shimla,13.1,74,0.0,108,16.1,Poor
2025-05-03,Delhi,13.3,34,3.3,244,14.7,Poor
2025-05-03,Bangalore,27.1,53,0.0,146,29.2,Poor
2025-05-03,Mumbai,24.0,84,0.0,215,27.4,Poor
2025-05-03,Chennai,32.1,82,0.0,189,35.4,Poor
2025-05-03,Ahmedabad,27.7,85,0.0,198,31.1,Poor
2025-05-03,Hyderabad,26.2,41,0.0,207,27.8,Poor
2025-05-03,Lucknow,31.9,85,0.0,241,35.3,Poor
2025-05-03,Shimla,9.7,70,0.0,109,12.5,Poor
2025-05-04,Delhi,12.0,82,0.0,278,15.3,Poor
2025-05-04,Bangalore,30.5,77,19.6,193,33.6,Poor
2025-05-04,Mumbai,35.5,68,0.0,234,38.2,Poor
2025-05-04,Chennai,37.5,44,0.0,235,39.3,Poor
2025-05-04,Ahmedabad,29.7,40,0.0,277,31.3,Poor
2025-05-04,Hyderabad,41.0,59,12.1,185,43.4,Poor
2025-05-04,Lucknow,17.7,72,0.0,234,20.6,Poor
2025-05-04,Shimla,10.7,52,4.5,122,12.8,Poor
2025-05-05,Delhi,34.3,34,0.0,251,35.7,Poor
2025-05-05,Bangalore,33.4,85,19.7,191,36.8,Poor
2025-05-05,Mumbai,32.9,60,0.0,294,35.3,Poor
2025-05-05,Chennai,29.2,40,0.0,242,30.8,Poor
2025-05-05,Ahmedabad,22.4,60,0.0,220,24.8,Poor
2025-05-05,Hyderabad,24.2,30,0.0,180,25.4,Poor
2025-05-05,Lucknow,17.8,74,0.0,217,20.8,Poor
2025-05-05,Shimla,2.5,78,0.0,115,5.6,Poor
2025-05-06,Delhi,31.6,65,0.0,293,34.2,Poor
2025-05-06,Bangalore,19.6,45,0.0,197,21.4,Poor
2025-05-06,Mumbai,34.5,43,0.0,263,36.2,Poor
2025-05-06,Chennai,31.2,63,0.0,181,33.7,Poor
2025-05-06,Ahmedabad,20.1,73,7.3,213,23.0,Poor
2025-05-06,Hyderabad,34.8,68,0.0,235,37.5,Poor
2025-05-06,Lucknow,40.0,61,0.0,204,42.4,Poor
2025-05-06,Shimla,20.7,51,0.0,83,22.7,Moderate
2025-05-07,Delhi,35.1,58,0.0,218,37.4,Poor
2025-05-07,Bangalore,16.6,75,0.0,118,19.6,Poor
2025-05-07,Mumbai,24.2,34,0.0,186,25.6,Poor
2025-05-07,Chennai,26.0,33,0.0,197,27.3,Poor
2025-05-07,Ahmedabad,42.2,66,10.4,253,44.8,Poor
2025-05-07,Hyderabad,24.8,56,0.0,191,27.0,Poor
2025-05-07,Lucknow,26.1,40,15.5,247,27.7,Poor
2025-05-07,Shimla,9.4,61,0.0,69,11.8,Moderate
2025-05-08,Delhi,27.0,53,0.0,242,29.1,Poor
2025-05-08,Bangalore,32.6,58,1.3,161,34.9,Poor
2025-05-08,Mumbai,35.9,68,0.0,296,38.6,Poor
2025-05-08,Chennai,25.3,52,0.0,202,27.4,Poor
2025-05-08,Ahmedabad,43.6,82,1.3,236,46.9,Poor
2025-05-08,Hyderabad,40.2,36,3.2,197,41.6,Poor
2025-05-08,Lucknow,32.3,71,0.0,224,35.1,Poor
2025-05-08,Shimla,6.2,78,0.0,100,9.3,Moderate
2025-05-09,Delhi,22.0,52,0.0,313,24.1,Poor
2025-05-09,Bangalore,16.7,40,0.0,203,18.3,Poor
2025-05-09,Mumbai,36.5,64,0.0,278,39.1,Poor
2025-05-09,Chennai,31.9,79,0.0,220,35.1,Poor
2025-05-09,Ahmedabad,23.0,54,0.0,193,25.2,Poor
2025-05-09,Hyderabad,33.5,46,0.0,174,35.3,Poor
2025-05-09,Lucknow,35.8,44,0.0,219,37.6,Poor
2025-05-09,Shimla,28.0,31,0.0,104,29.2,Poor
2025-05-10,Delhi,38.1,64,0.0,199,40.7,Poor
2025-05-10,Bangalore,17.2,57,0.0,126,19.5,Poor
2025-05-10,Mumbai,26.0,60,0.0,175,28.4,Poor
2025-05-10,Chennai,39.2,83,0.0,180,42.5,Poor
2025-05-10,Ahmedabad,44.2,60,0.0,255,46.6,Poor
2025-05-10,Hyderabad,41.8,30,0.0,197,43.0,Poor
2025-05-10,Lucknow,30.4,42,0.0,210,32.1,Poor
2025-05-10,Shimla,7.9,81,0.0,75,11.1,Moderate
2025-05-11,Delhi,41.8,79,0.0,279,45.0,Poor
2025-05-11,Bangalore,16.1,82,0.0,111,19.4,Poor
2025-05-11,Mumbai,33.6,45,0.0,200,35.4,Poor
2025-05-11,Chennai,39.3,61,7.8,229,41.7,Poor
2025-05-11,Ahmedabad,24.2,77,0.0,203,27.3,Poor
2025-05-11,Hyderabad,29.1,68,12.5,187,31.8,Poor
2025-05-11,Lucknow,33.0,48,0.0,236,34.9,Poor
2025-05-11,Shimla,26.7,78,0.0,115,29.8,Poor
2025-05-12,Delhi,40.3,50,0.0,298,42.3,Poor
2025-05-12,Bangalore,25.5,67,0.0,164,28.2,Poor
2025-05-12,Mumbai,28.2,44,0.0,182,30.0,Poor
2025-05-12,Chennai,26.4,82,0.0,225,29.7,Poor
2025-05-12,Ahmedabad,19.1,75,0.0,220,22.1,Poor
2025-05-12,Hyderabad,36.1,72,0.0,190,39.0,Poor
2025-05-12,Lucknow,23.5,40,0.0,224,25.1,Poor
2025-05-12,Shimla,12.8,44,12.6,91,14.6,Moderate
2025-05-13,Delhi,36.7,64,0.0,284,39.3,Poor
2025-05-13,Bangalore,31.1,58,14.0,182,33.4,Poor
2025-05-13,Mumbai,33.9,76,0.0,171,36.9,Poor
2025-05-13,Chennai,27.5,59,0.0,243,29.9,Poor
2025-05-13,Ahmedabad,19.8,61,0.0,197,22.2,Poor
2025-05-13,Hyderabad,29.9,41,0.0,164,31.5,Poor
2025-05-13,Lucknow,13.4,46,0.8,263,15.2,Poor
2025-05-13,Shimla,4.6,40,0.0,92,6.2,Moderate
2025-05-14,Delhi,24.6,38,0.0,260,26.1,Poor
2025-05-14,Bangalore,30.1,40,13.4,168,31.7,Poor
2025-05-14,Mumbai,22.0,71,0.0,215,24.8,Poor
2025-05-14,Chennai,30.7,38,0.0,191,32.2,Poor
2025-05-14,Ahmedabad,35.7,62,0.0,189,38.2,Poor
2025-05-14,Hyderabad,25.5,57,0.0,215,27.8,Poor
2025-05-14,Lucknow,38.6,65,0.0,246,41.2,Poor
2025-05-14,Shimla,22.6,63,0.0,102,25.1,Poor
2025-05-15,Delhi,34.2,66,0.0,280,36.8,Poor
2025-05-15,Bangalore,27.3,41,0.0,155,28.9,Poor
2025-05-15,Mumbai,30.2,52,0.0,224,32.3,Poor
2025-05-15,Chennai,41.4,66,8.2,189,44.0,Poor
2025-05-15,Ahmedabad,32.9,60,0.0,207,35.3,Poor
2025-05-15,Hyderabad,22.6,82,0.0,205,25.9,Poor
2025-05-15,Lucknow,27.6,82,0.0,215,30.9,Poor
2025-05-15,Shimla,16.1,33,0.7,71,17.4,Moderate
2025-05-16,Delhi,23.2,72,0.0,282,26.1,Poor
2025-05-16,Bangalore,16.6,68,0.0,178,19.3,Poor
2025-05-16,Mumbai,37.2,46,0.0,288,39.0,Poor
2025-05-16,Chennai,30.2,67,0.0,248,32.9,Poor
2025-05-16,Ahmedabad,29.0,68,0.0,253,31.7,Poor
2025-05-16,Hyderabad,31.4,33,0.0,149,32.7,Poor
2025-05-16,Lucknow,32.1,38,18.8,173,33.6,Poor
2025-05-16,Shimla,2.7,40,0.0,92,4.3,Moderate
2025-05-17,Delhi,18.9,85,0.0,244,22.3,Poor
2025-05-17,Bangalore,20.7,62,0.0,184,23.2,Poor
2025-05-17,Mumbai,28.7,66,0.0,257,31.3,Poor
2025-05-17,Chennai,36.6,73,0.0,246,39.5,Poor
2025-05-17,Ahmedabad,25.3,49,0.0,235,27.3,Poor
2025-05-17,Hyderabad,27.4,84,17.2,185,30.8,Poor
2025-05-17,Lucknow,19.6,48,0.0,234,21.5,Poor
2025-05-17,Shimla,9.1,47,0.0,65,11.0,Moderate
2025-05-18,Delhi,22.2,35,0.0,261,23.6,Poor
2025-05-18,Bangalore,26.8,41,0.0,145,28.4,Poor
2025-05-18,Mumbai,38.0,68,0.0,205,40.7,Poor
2025-05-18,Chennai,36.8,62,12.6,255,39.3,Poor
2025-05-18,Ahmedabad,27.2,42,0.0,219,28.9,Poor
2025-05-18,Hyderabad,24.4,82,0.0,198,27.7,Poor
2025-05-18,Lucknow,13.2,85,0.0,238,16.6,Poor
2025-05-18,Shimla,14.3,68,0.0,107,17.0,Poor
2025-05-19,Delhi,12.7,74,0.0,247,15.7,Poor
2025-05-19,Bangalore,30.0,58,0.0,148,32.3,Poor
2025-05-19,Mumbai,32.2,31,0.5,194,33.4,Poor
2025-05-19,Chennai,29.7,56,13.3,194,31.9,Poor
2025-05-19,Ahmedabad,36.6,59,0.0,242,39.0,Poor
2025-05-19,Hyderabad,34.3,58,0.0,188,36.6,Poor
2025-05-19,Lucknow,14.9,67,0.0,254,17.6,Poor
2025-05-19,Shimla,12.9,37,10.2,58,14.4,Moderate
2025-05-20,Delhi,12.9,84,0.0,242,16.3,Poor
2025-05-20,Bangalore,20.5,54,0.0,122,22.7,Poor
2025-05-20,Mumbai,22.3,42,18.0,198,24.0,Poor
2025-05-20,Chennai,40.5,46,0.0,223,42.3,Poor
2025-05-20,Ahmedabad,35.4,30,0.0,219,36.6,Poor
2025-05-20,Hyderabad,27.2,78,0.0,203,30.3,Poor
2025-05-20,Lucknow,23.3,46,7.3,193,25.1,Poor
2025-05-20,Shimla,19.4,65,0.0,108,22.0,Poor
2025-05-21,Delhi,21.1,54,0.0,220,23.3,Poor
2025-05-21,Bangalore,30.1,53,0.0,172,32.2,Poor
2025-05-21,Mumbai,28.0,80,0.0,249,31.2,Poor
2025-05-21,Chennai,28.9,30,0.0,226,30.1,Poor
2025-05-21,Ahmedabad,42.8,65,0.0,269,45.4,Poor
2025-05-21,Hyderabad,26.1,48,0.0,184,28.0,Poor
2025-05-21,Lucknow,14.9,39,0.0,200,16.5,Poor
2025-05-21,Shimla,16.8,51,0.0,96,18.8,Moderate
2025-05-22,Delhi,23.1,72,0.0,306,26.0,Poor
2025-05-22,Bangalore,29.2,84,0.0,129,32.6,Poor
2025-05-22,Mumbai,34.0,81,0.0,204,37.2,Poor
2025-05-22,Chennai,35.3,84,0.0,218,38.7,Poor
2025-05-22,Ahmedabad,19.4,64,0.0,180,22.0,Poor
2025-05-22,Hyderabad,28.5,85,0.0,201,31.9,Poor
2025-05-22,Lucknow,13.4,33,0.0,215,14.7,Poor
2025-05-22,Shimla,17.8,49,0.0,103,19.8,Poor
2025-05-23,Delhi,20.1,81,0.0,295,23.3,Poor
2025-05-23,Bangalore,28.0,38,0.0,146,29.5,Poor
2025-05-23,Mumbai,32.9,54,14.4,272,35.1,Poor
2025-05-23,Chennai,26.8,45,0.0,231,28.6,Poor
2025-05-23,Ahmedabad,28.1,66,0.0,247,30.7,Poor
2025-05-23,Hyderabad,36.0,52,0.0,208,38.1,Poor
2025-05-23,Lucknow,13.9,55,0.0,252,16.1,Poor
2025-05-23,Shimla,23.9,81,9.5,111,27.1,Poor
2025-05-24,Delhi,20.7,62,17.7,268,23.2,Poor
2025-05-24,Bangalore,18.9,83,0.0,169,22.2,Poor
2025-05-24,Mumbai,25.8,60,0.0,230,28.2,Poor
2025-05-24,Chennai,31.2,72,0.0,177,34.1,Poor
2025-05-24,Ahmedabad,38.4,58,4.4,224,40.7,Poor
2025-05-24,Hyderabad,26.2,84,0.0,164,29.6,Poor
2025-05-24,Lucknow,32.8,82,0.5,235,36.1,Poor
2025-05-24,Shimla,11.1,42,0.0,75,12.8,Moderate
2025-05-25,Delhi,17.3,82,0.0,279,20.6,Poor
2025-05-25,Bangalore,24.3,46,0.0,159,26.1,Poor
2025-05-25,Mumbai,32.2,47,0.0,201,34.1,Poor
2025-05-25,Chennai,27.5,68,0.0,249,30.2,Poor
2025-05-25,Ahmedabad,42.8,84,0.0,229,46.2,Poor
2025-05-25,Hyderabad,24.4,53,3.1,158,26.5,Poor
2025-05-25,Lucknow,13.4,33,0.0,242,14.7,Poor
2025-05-25,Shimla,14.6,84,9.1,88,18.0,Moderate
2025-05-26,Delhi,39.8,51,0.0,274,41.8,Poor
2025-05-26,Bangalore,17.0,61,0.0,141,19.4,Poor
2025-05-26,Mumbai,34.2,66,0.0,261,36.8,Poor
2025-05-26,Chennai,39.5,79,19.2,236,42.7,Poor
2025-05-26,Ahmedabad,34.6,74,0.0,201,37.6,Poor
2025-05-26,Hyderabad,25.1,58,0.0,223,27.4,Poor
2025-05-26,Lucknow,16.8,58,0.0,217,19.1,Poor
2025-05-26,Shimla,24.8,83,0.0,92,28.1,Moderate
2025-05-27,Delhi,34.4,61,0.0,306,36.8,Poor
2025-05-27,Bangalore,30.4,44,0.0,173,32.2,Poor
2025-05-27,Mumbai,26.7,70,0.0,191,29.5,Poor
2025-05-27,Chennai,36.3,43,0.4,255,38.0,Poor
2025-05-27,Ahmedabad,40.1,49,0.0,236,42.1,Poor
2025-05-27,Hyderabad,41.8,38,0.0,182,43.3,Poor
2025-05-27,Lucknow,32.3,60,0.0,234,34.7,Poor
2025-05-27,Shimla,21.4,85,0.0,73,24.8,Moderate
2025-05-28,Delhi,38.7,43,0.0,260,40.4,Poor
2025-05-28,Bangalore,26.8,49,9.0,153,28.8,Poor
2025-05-28,Mumbai,28.6,78,9.0,269,31.7,Poor
2025-05-28,Chennai,27.6,73,0.0,251,30.5,Poor
2025-05-28,Ahmedabad,43.8,49,5.4,238,45.8,Poor
2025-05-28,Hyderabad,35.8,54,0.0,182,38.0,Poor
2025-05-28,Lucknow,19.7,71,0.0,214,22.5,Poor
2025-05-28,Shimla,16.2,82,0.0,75,19.5,Moderate
2025-05-29,Delhi,13.9,54,13.7,217,16.1,Poor
2025-05-29,Bangalore,18.9,37,0.0,163,20.4,Poor
2025-05-29,Mumbai,25.4,49,8.1,199,27.4,Poor
2025-05-29,Chennai,36.4,55,0.0,239,38.6,Poor
2025-05-29,Ahmedabad,32.7,39,8.3,257,34.3,Poor
2025-05-29,Hyderabad,38.3,56,0.0,199,40.5,Poor
2025-05-29,Lucknow,35.1,42,0.0,214,36.8,Poor
2025-05-29,Shimla,4.3,64,16.5,94,6.9,Moderate
2025-05-30,Delhi,15.7,72,0.0,240,18.6,Poor
2025-05-30,Bangalore,16.4,36,0.0,193,17.8,Poor
2025-05-30,Mumbai,32.9,54,8.7,255,35.1,Poor
2025-05-30,Chennai,25.1,35,0.0,268,26.5,Poor
2025-05-30,Ahmedabad,23.2,32,6.6,212,24.5,Poor
2025-05-30,Hyderabad,41.1,44,0.0,183,42.9,Poor
2025-05-30,Lucknow,13.3,39,0.0,211,14.9,Poor
2025-05-30,Shimla,19.2,55,10.2,84,21.4,Moderate
2025-05-31,Delhi,33.5,52,10.8,216,35.6,Poor
2025-05-31,Bangalore,27.3,50,0.0,159,29.3,Poor
2025-05-31,Mumbai,35.1,62,0.0,182,37.6,Poor
2025-05-31,Chennai,26.0,53,0.0,261,28.1,Poor
2025-05-31,Ahmedabad,25.1,34,0.0,259,26.5,Poor
2025-05-31,Hyderabad,41.8,69,6.4,167,44.6,Poor
2025-05-31,Lucknow,25.9,59,0.0,231,28.3,Poor
2025-05-31,Shimla,18.8,69,0.0,126,21.6,Poor
2025-06-01,Delhi,37.3,61,0.0,248,39.7,Poor
2025-06-01,Bangalore,22.0,36,6.2,204,23.4,Poor
2025-06-01,Mumbai,34.8,62,0.0,239,37.3,Poor
2025-06-01,Chennai,35.6,84,0.0,251,39.0,Poor
2025-06-01,Ahmedabad,32.8,73,0.0,238,35.7,Poor
2025-06-01,Hyderabad,35.1,75,6.8,165,38.1,Poor
2025-06-01,Lucknow,16.9,79,0.0,213,20.1,Poor
2025-06-01,Shimla,8.2,62,15.5,112,10.7,Poor
2025-06-02,Delhi,38.5,50,0.0,285,40.5,Poor
2025-06-02,Bangalore,27.0,72,0.0,194,29.9,Poor
2025-06-02,Mumbai,31.3,32,19.7,199,32.6,Poor
2025-06-02,Chennai,25.4,64,0.0,210,28.0,Poor
2025-06-02,Ahmedabad,20.7,48,0.0,175,22.6,Poor
2025-06-02,Hyderabad,33.4,74,0.0,174,36.4,Poor
2025-06-02,Lucknow,30.1,83,1.2,234,33.4,Poor
2025-06-02,Shimla,19.9,30,0.0,65,21.1,Moderate
2025-06-03,Delhi,15.0,48,0.0,248,16.9,Poor
2025-06-03,Bangalore,18.3,60,0.0,198,20.7,Poor
2025-06-03,Mumbai,27.9,72,1.7,279,30.8,Poor
2025-06-03,Chennai,38.0,65,0.0,205,40.6,Poor
2025-06-03,Ahmedabad,33.6,51,0.0,215,35.6,Poor
2025-06-03,Hyderabad,25.7,85,2.7,212,29.1,Poor
2025-06-03,Lucknow,12.9,82,0.0,200,16.2,Poor
2025-06-03,Shimla,17.7,79,0.0,97,20.9,Moderate
2025-06-04,Delhi,20.0,68,15.9,246,22.7,Poor
2025-06-04,Bangalore,24.4,65,10.6,156,27.0,Poor
2025-06-04,Mumbai,31.2,65,12.5,216,33.8,Poor
2025-06-04,Chennai,28.6,59,0.0,266,31.0,Poor
2025-06-04,Ahmedabad,44.6,71,3.3,221,47.4,Poor
2025-06-04,Hyderabad,36.9,74,6.9,196,39.9,Poor
2025-06-04,Lucknow,22.8,58,0.0,200,25.1,Poor
2025-06-04,Shimla,12.4,75,19.6,106,15.4,Poor
2025-06-05,Delhi,13.2,58,2.2,227,15.5,Poor
2025-06-05,Bangalore,20.0,64,0.0,200,22.6,Poor
2025-06-05,Mumbai,31.5,81,0.0,237,34.7,Poor
2025-06-05,Chennai,41.5,70,0.0,244,44.3,Poor
2025-06-05,Ahmedabad,38.9,61,0.0,238,41.3,Poor
2025-06-05,Hyderabad,29.0,69,0.0,214,31.8,Poor
2025-06-05,Lucknow,24.4,52,0.0,222,26.5,Poor
2025-06-05,Shimla,12.4,49,16.2,83,14.4,Moderate
2025-06-06,Delhi,26.6,31,0.0,212,27.8,Poor
2025-06-06,Bangalore,21.3,65,0.0,144,23.9,Poor
2025-06-06,Mumbai,31.7,63,18.0,277,34.2,Poor
2025-06-06,Chennai,41.9,66,6.6,247,44.5,Poor
2025-06-06,Ahmedabad,42.1,83,0.0,242,45.4,Poor
2025-06-06,Hyderabad,26.5,70,0.0,200,29.3,Poor
2025-06-06,Lucknow,31.0,48,0.0,192,32.9,Poor
2025-06-06,Shimla,18.0,72,0.0,89,20.9,Moderate
2025-06-07,Delhi,19.5,64,0.0,309,22.1,Poor
2025-06-07,Bangalore,17.1,45,0.0,176,18.9,Poor
2025-06-07,Mumbai,32.4,38,0.0,281,33.9,Poor
2025-06-07,Chennai,27.3,72,3.2,208,30.2,Poor
2025-06-07,Ahmedabad,38.1,76,0.0,227,41.1,Poor
2025-06-07,Hyderabad,33.2,36,0.0,200,34.6,Poor
2025-06-07,Lucknow,15.7,58,16.8,185,18.0,Poor
2025-06-07,Shimla,27.4,61,0.0,100,29.8,Moderate
2025-06-08,Delhi,19.3,30,0.0,280,20.5,Poor
2025-06-08,Bangalore,23.8,46,10.5,141,25.6,Poor
2025-06-08,Mumbai,29.8,72,0.0,204,32.7,Poor
2025-06-08,Chennai,26.7,64,0.0,255,29.3,Poor
2025-06-08,Ahmedabad,22.5,32,0.0,193,23.8,Poor
2025-06-08,Hyderabad,29.2,47,0.0,147,31.1,Poor
2025-06-08,Lucknow,37.1,77,5.1,264,40.2,Poor
2025-06-08,Shimla,25.5,59,1.4,98,27.9,Moderate
2025-06-09,Delhi,10.8,75,0.0,234,13.8,Poor
2025-06-09,Bangalore,26.7,39,0.0,149,28.3,Poor
2025-06-09,Mumbai,34.5,53,1.0,201,36.6,Poor
2025-06-09,Chennai,29.2,50,0.0,229,31.2,Poor
2025-06-09,Ahmedabad,32.3,43,0.0,201,34.0,Poor
2025-06-09,Hyderabad,39.2,53,0.0,175,41.3,Poor
2025-06-09,Lucknow,26.4,40,18.0,217,28.0,Poor
2025-06-09,Shimla,25.4,77,0.0,87,28.5,Moderate
2025-06-10,Delhi,34.1,43,0.0,233,35.8,Poor
2025-06-10,Bangalore,16.3,36,0.0,196,17.7,Poor
2025-06-10,Mumbai,31.7,79,0.0,243,34.9,Poor
2025-06-10,Chennai,32.0,43,0.0,244,33.7,Poor
2025-06-10,Ahmedabad,31.1,51,11.7,210,33.1,Poor
2025-06-10,Hyderabad,39.8,81,0.0,197,43.0,Poor
2025-06-10,Lucknow,25.6,63,0.0,244,28.1,Poor
2025-06-10,Shimla,21.5,84,1.7,61,24.9,Moderate
2025-06-11,Delhi,32.5,32,0.0,269,33.8,Poor
2025-06-11,Bangalore,20.5,56,0.0,185,22.7,Poor
2025-06-11,Mumbai,29.5,49,0.0,223,31.5,Poor
2025-06-11,Chennai,28.0,74,0.0,210,31.0,Poor
2025-06-11,Ahmedabad,24.8,60,0.0,213,27.2,Poor
2025-06-11,Hyderabad,37.6,50,0.0,212,39.6,Poor
2025-06-11,Lucknow,31.0,39,0.0,262,32.6,Poor
2025-06-11,Shimla,8.6,34,0.0,111,10.0,Poor
2025-06-12,Delhi,29.8,54,0.0,254,32.0,Poor
2025-06-12,Bangalore,21.9,41,0.0,161,23.5,Poor
2025-06-12,Mumbai,24.3,38,0.0,258,25.8,Poor
2025-06-12,Chennai,26.0,49,0.0,205,28.0,Poor
2025-06-12,Ahmedabad,24.9,56,0.0,253,27.1,Poor
2025-06-12,Hyderabad,25.0,70,0.0,198,27.8,Poor
2025-06-12,Lucknow,25.9,73,0.0,186,28.8,Poor
2025-06-12,Shimla,19.5,80,0.0,96,22.7,Moderate
2025-06-13,Delhi,23.0,43,0.0,253,24.7,Poor
2025-06-13,Bangalore,31.1,34,0.0,147,32.5,Poor
2025-06-13,Mumbai,23.2,65,0.0,221,25.8,Poor
2025-06-13,Chennai,24.3,51,0.0,228,26.3,Poor
2025-06-13,Ahmedabad,28.8,46,10.9,203,30.6,Poor
2025-06-13,Hyderabad,34.5,48,0.0,194,36.4,Poor
2025-06-13,Lucknow,21.7,65,0.0,197,24.3,Poor
2025-06-13,Shimla,27.0,76,3.9,107,30.0,Poor
2025-06-14,Delhi,28.4,51,18.6,201,30.4,Poor
2025-06-14,Bangalore,17.5,67,0.0,184,20.2,Poor
2025-06-14,Mumbai,31.0,33,0.0,253,32.3,Poor
2025-06-14,Chennai,36.7,33,0.0,226,38.0,Poor
2025-06-14,Ahmedabad,42.3,62,0.0,270,44.8,Poor
2025-06-14,Hyderabad,30.6,85,19.1,197,34.0,Poor
2025-06-14,Lucknow,29.7,36,0.0,228,31.1,Poor
2025-06-14,Shimla,12.1,51,0.0,71,14.1,Moderate
2025-06-15,Delhi,30.9,71,0.0,216,33.7,Poor
2025-06-15,Bangalore,21.3,68,0.0,197,24.0,Poor
2025-06-15,Mumbai,33.5,46,0.0,245,35.3,Poor
2025-06-15,Chennai,34.1,77,19.3,218,37.2,Poor
2025-06-15,Ahmedabad,31.0,65,0.0,250,33.6,Poor
2025-06-15,Hyderabad,41.5,39,12.4,169,43.1,Poor
2025-06-15,Lucknow,37.2,52,0.0,207,39.3,Poor
2025-06-15,Shimla,23.4,43,0.0,80,25.1,Moderate
2025-06-16,Delhi,34.0,60,0.0,255,36.4,Poor
2025-06-16,Bangalore,23.1,75,0.0,170,26.1,Poor
2025-06-16,Mumbai,37.2,85,0.0,185,40.6,Poor
2025-06-16,Chennai,36.3,33,0.0,225,37.6,Poor
2025-06-16,Ahmedabad,18.8,67,0.0,192,21.5,Poor
2025-06-16,Hyderabad,26.6,67,10.0,212,29.3,Poor
2025-06-16,Lucknow,13.7,80,0.0,234,16.9,Poor
2025-06-16,Shimla,20.7,31,11.2,67,21.9,Moderate
2025-06-17,Delhi,10.4,71,0.0,277,13.2,Poor
2025-06-17,Bangalore,21.3,46,0.0,191,23.1,Poor
2025-06-17,Mumbai,22.8,60,7.4,290,25.2,Poor
2025-06-17,Chennai,28.5,53,1.4,232,30.6,Poor
2025-06-17,Ahmedabad,34.8,49,0.0,192,36.8,Poor
2025-06-17,Hyderabad,21.6,79,19.1,204,24.8,Poor
2025-06-17,Lucknow,39.1,55,0.0,183,41.3,Poor
2025-06-17,Shimla,27.9,31,0.0,84,29.1,Moderate
2025-06-18,Delhi,40.3,34,18.9,313,41.7,Poor
2025-06-18,Bangalore,26.8,55,0.0,132,29.0,Poor
2025-06-18,Mumbai,35.2,35,19.1,239,36.6,Poor
2025-06-18,Chennai,40.4,85,0.0,197,43.8,Poor
2025-06-18,Ahmedabad,37.0,61,7.2,261,39.4,Poor
2025-06-18,Hyderabad,37.4,45,0.0,206,39.2,Poor
2025-06-18,Lucknow,13.4,84,0.0,233,16.8,Poor
2025-06-18,Shimla,22.7,77,13.9,103,25.8,Poor
2025-06-19,Delhi,13.4,65,14.0,231,16.0,Poor
2025-06-19,Bangalore,20.7,45,0.0,154,22.5,Poor
2025-06-19,Mumbai,37.2,40,0.0,279,38.8,Poor
2025-06-19,Chennai,25.1,46,18.3,255,26.9,Poor
2025-06-19,Ahmedabad,27.8,61,7.3,215,30.2,Poor
2025-06-19,Hyderabad,36.2,77,0.0,231,39.3,Poor
2025-06-19,Lucknow,14.0,32,2.2,202,15.3,Poor
2025-06-19,Shimla,6.4,49,0.0,72,8.4,Moderate
2025-06-20,Delhi,36.5,85,0.0,215,39.9,Poor
2025-06-20,Bangalore,33.3,52,0.0,134,35.4,Poor
2025-06-20,Mumbai,29.8,56,0.0,261,32.0,Poor
2025-06-20,Chennai,33.0,48,0.0,240,34.9,Poor
2025-06-20,Ahmedabad,25.7,49,8.5,227,27.7,Poor
2025-06-20,Hyderabad,22.2,80,0.0,235,25.4,Poor
2025-06-20,Lucknow,20.4,55,0.0,240,22.6,Poor
2025-06-20,Shimla,18.6,80,0.0,126,21.8,Poor
2025-06-21,Delhi,29.8,33,7.4,234,31.1,Poor
2025-06-21,Bangalore,19.2,44,0.0,189,21.0,Poor
2025-06-21,Mumbai,30.3,70,0.0,297,33.1,Poor
2025-06-21,Chennai,30.5,44,0.0,171,32.3,Poor
2025-06-21,Ahmedabad,29.9,31,0.0,250,31.1,Poor
2025-06-21,Hyderabad,20.7,83,12.8,169,24.0,Poor
2025-06-21,Lucknow,21.9,34,0.0,235,23.3,Poor
2025-06-21,Shimla,18.7,76,0.0,101,21.7,Poor
2025-06-22,Delhi,25.2,82,13.7,225,28.5,Poor
2025-06-22,Bangalore,20.7,64,0.0,157,23.3,Poor
2025-06-22,Mumbai,33.3,73,0.0,186,36.2,Poor
2025-06-22,Chennai,30.5,75,6.1,203,33.5,Poor
2025-06-22,Ahmedabad,29.1,39,0.0,251,30.7,Poor
2025-06-22,Hyderabad,25.2,73,0.0,207,28.1,Poor
2025-06-22,Lucknow,37.1,35,0.0,216,38.5,Poor
2025-06-22,Shimla,3.8,85,1.3,117,7.2,Poor
2025-06-23,Delhi,26.0,73,0.0,243,28.9,Poor
2025-06-23,Bangalore,30.3,52,17.1,179,32.4,Poor
2025-06-23,Mumbai,37.7,40,0.0,214,39.3,Poor
2025-06-23,Chennai,24.6,52,8.4,251,26.7,Poor
2025-06-23,Ahmedabad,18.4,74,0.0,201,21.4,Poor
2025-06-23,Hyderabad,32.4,58,0.0,211,34.7,Poor
2025-06-23,Lucknow,32.5,36,0.0,205,33.9,Poor
2025-06-23,Shimla,17.0,81,12.6,98,20.2,Moderate
2025-06-24,Delhi,40.8,52,0.0,217,42.9,Poor
